职位名称,公司ID,公司名称,公司规模,职位领域,工作经验,工作地点,工资水平,学历,工作性质,公司标签,职位优势
Android开发工程师,124652,微创软件,2000人以上,"企业服务,移动互联网",1-3年,苏州,10k-15k,本科,全职,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",五险一金 带薪年假 技术大牛 氛围好
高级Android开发工程师,111175,ZingFront智线,50-150人,"移动互联网,数据服务",3-5年,廊坊,8k-15k,本科,全职,"['绩效奖金', '股票期权', '领导好', '扁平管理']","平台优,产品前景好,零食水果,领导好"
ios开发工程师,1902,下厨房,150-500人,移动互联网,1-3年,北京,15k-25k,本科,全职,"['五险一金', '弹性工作', '带薪年假', '股票期权']",弹性不打卡、补充医疗、午餐补贴
iOS开发工程师,34205,微派,150-500人,社交,1-3年,武汉,15k-30k,本科,全职,"['年底双薪', '股票期权', '扁平管理', '弹性工作']","技术空间大,独挡一面"
iOS开发工程师,131846,Shopee,500-2000人,电商,3-5年,深圳,20k-40k,本科,全职,"['外企氛围', '蓝海市场', '大牛多多', '15天年假']",外企氛围，蓝海市场，大牛多多，15天年假
IOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,北京,25k-50k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']",超高的福利待遇！凡所应有无所不有
ios开发工程师,121960669,飞渡网络,50-150人,软件开发、数据服务,1-3年,济南,8k-16k,不限,全职,[],工作氛围好
ios开发工程师,118452654,蜂擎科技,50-150人,"电商,软件开发",1-3年,广州,9k-12k,大专,全职,"['带薪年假', '住房补贴', '绩效奖金', '节日礼物']",发展前景广，福利待遇无上限
iOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,不限,无锡,10k-20k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","六险一金,餐补,租房补贴,带薪休假"
iOS开发工程师,131846,Shopee,500-2000人,电商,1-3年,深圳,20k-40k,本科,全职,"['外企氛围', '蓝海市场', '大牛多多', '15天年假']",蓝海市场，外企氛围。
iOS开发工程师,466067,麦凯莱,150-500人,"电商,其他",3-5年,深圳,16k-25k,本科,全职,[],下午茶，美女多，公司即将上市
IOS开发工程师,118504865,笛斯啸文化传媒,15-50人,软件开发,5-10年,深圳,25k-40k,大专,全职,[],13薪，每周下午茶，每月团建
iOS 资深工程师,6542,小红书,500-2000人,消费生活,不限,上海,20k-35k,本科,全职,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",核心团队；工作氛围轻松；免费三餐
高级ios开发工程师,119007866,楚匠网络,15-50人,软件开发,3-5年,武汉,12k-20k,大专,全职,"['每日餐补', '绩效奖金', '专项奖金', '年度旅游']",五险一金；额外餐补；双地铁，办公环境优
IOS开发工程师,22019,恋爱记,15-50人,"移动互联网,社交",1-3年,武汉,10k-15k,本科,全职,"['股票期权', '岗位晋升', '扁平管理', '五险一金']",生日福利、全勤奖、年终奖、餐补
ios开发工程师,497708,安豆科技,50-150人,游戏,3-5年,广州,12k-18k,大专,全职,[],福利待遇好，发展空间大
ios开发工程师,207444,小遛共享,2000人以上,"移动互联网,硬件",1-3年,宁波,10k-15k,本科,全职,"['股票期权', '定期体检', '带薪年假', '专项奖金']","薪资待遇高,工作氛围好"
iOS开发工程师,121893171,宇信,50-150人,软件开发,3-5年,广州,15k-30k,大专,全职,[],技术前沿 五险一金 晋升空间大
ios开发工程师,16719,在街上,50-150人,"移动互联网,消费生活",3-5年,厦门,10k-15k,本科,全职,"['节日礼物', '股票期权', '带薪年假', '扁平管理']",阿里蚂蚁生态合作伙伴
ios开发工程师,274524,聚蜂智能,15-50人,"移动互联网,企业服务",3-5年,深圳,15k-30k,本科,全职,"['股票期权', '年终分红', '扁平管理', '领导好']",大牛带队 股票期权 每年固定涨薪 零食下午茶
iOS开发工程师,50702,美团,2000人以上,消费生活,3-5年,北京,25k-50k,本科,全职,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",成熟平台，创新业务
iOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,1-3年,北京,18k-36k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']",弹性工作，免费三餐，租房补贴，休闲下午茶，晋升空间
iOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,北京,25k-35k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']",弹性工作，免费三餐，租房补贴，休闲下午茶，晋升空间
ios开发工程师,131846,Shopee,500-2000人,电商,3-5年,深圳,30k-50k,本科,全职,"['外企氛围', '蓝海市场', '大牛多多', '15天年假']","弹性制度,扁平化管理,假期多,福利好"
高级IOS开发工程师,4602,雪球,150-500人,金融,5-10年,北京,30k-50k,本科,全职,"['股票期权', '带薪年假', '年度旅游', '定期体检']",财经知名公司，福利好，氛围好
ios开发工程师,556315,外文在线,50-150人,移动互联网,1-3年,广州,8k-12k,大专,全职,"['年底双薪', '专项奖金', '股票期权', '年终分红']",股票期权、零食下午茶、奖金、节日福利、包食宿
iOS开发工程师,110834,尔宜居,50-150人,移动互联网,不限,北京,12k-18k,本科,全职,[],创业公司，发展前景大，团队实力强
高级ios开发工程师,121804570,回旋加速,50-150人,"文娱丨内容,游戏",3-5年,北京,18k-25k,本科,全职,[],团队氛围好 项目优质 发展空间大
IOS,522924,伊澳科技,2000人以上,"移动互联网,电商",5-10年,北京,30k-50k,本科,全职,"['专项奖金', '股票期权', '绩效奖金', '年终分红']",美女多，上市公司，注重互联网，福利优厚
ios高级开发工程师,106390,跨越速运,2000人以上,其他,5-10年,深圳,20k-28k,本科,全职,"['免费班车', '带薪年假', '管理规范', '领导好']",环境优美
ios开发工程师,35097,乐播科技,150-500人,移动互联网,3-5年,深圳,15k-25k,本科,全职,"['年底双薪', '绩效奖金', '岗位晋升', '年度旅游']",互联网 环境优 福利好 大牛多
ios开发工程师,120168,伊丝莱格,少于15人,移动互联网,1-3年,北京,12k-20k,本科,全职,"['领导好', '扁平管理', '帅哥多', '弹性工作']",弹性工作时间，同事关系融洽，平行管理
ios高级开发工程师,83152,张德芬空间,50-150人,"电商,教育",3-5年,北京,10k-15k,本科,全职,"['年底双薪', '带薪年假', '扁平管理', '领导好']",五险一金、双休、年终奖、下午茶
ios开发工程师,120579743,猜猜看,15-50人,社交,5-10年,广州,16k-18k,大专,全职,"['绩效奖金', '扁平管理', '弹性工作', '领导好']",每年最低一次调薪机会 项目奖金 老板NICE
ios高级开发工程师,458164,星尘游戏,150-500人,游戏,3-5年,深圳,15k-21k,大专,全职,"['带薪年假', '节日礼物', '五险一金', '领导好']",高薪 团队氛围好
iOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,北京,25k-40k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","弹性工作,免费三餐,租房补贴,下午茶"
高级iOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,北京,25k-50k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","六险一金,弹性工作,免费三餐,租房补贴"
IOS开发工程师,458164,星尘游戏,150-500人,游戏,3-5年,深圳,15k-20k,大专,全职,"['带薪年假', '节日礼物', '五险一金', '领导好']",出海产品 项目稳定 发展空间大
ios开发工程师,166451,骑士助手,50-150人,"移动互联网,游戏",1-3年,西安,8k-15k,大专,全职,[],"带薪休假,出国游,定期团建，福利体检"
高级iOS开发工程师,201625,深圳知云网络科技有限公司,2000人以上,企业服务,5-10年,深圳,18k-30k,本科,全职,"['专项奖金', '带薪年假', '弹性工作', '扁平管理']","集团背景,晋升空间大,15薪,集团股权"
iOS高级开发工程师,286568,音娱时光,50-150人,移动互联网,3-5年,北京,25k-50k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '免费健身']",五险一金，补充医疗，带薪年假，股票期权
ios开发工程师,121646,互盾科技,150-500人,"移动互联网,电商",1-3年,重庆,8k-15k,大专,全职,"['绩效奖金', '交通补助', '年终红包', '五险一金']",团队协作 做五休二 福利好 待遇高
IOS,130659,舟恩信息,150-500人,移动互联网,3-5年,上海,16k-19k,本科,全职,[],大平台
ios开发工程师,29156,Lespark,50-150人,"移动互联网,社交",1-3年,北京,13k-25k,本科,全职,"['节日礼物', '专项奖金', '带薪年假', '岗位晋升']",六险一金 免费午晚餐 国内外团建
IOS开发工程师,109987,三毛游,15-50人,"移动互联网,旅游",3-5年,广州,12k-15k,本科,全职,"['绩效奖金', '通讯津贴', '定期体检', '带薪年假']",年度旅游 双休 团建生日会，丰富下午茶
IOS开发工程师,197005,乐劲科技,50-150人,"移动互联网,社交",3-5年,成都,13k-20k,本科,全职,"['股票期权', '带薪年假', '节日礼物', '美女多']",国际化团队 发展快 千万级用户app
ios开发工程师,292100,币印,50-150人,"金融,数据服务",3-5年,北京,15k-25k,本科,全职,"['年底双薪', '扁平管理', '带薪年假', '午餐补助']","福利超赞,扁平管理,垂直行业头部公司"
ios开发工程师,82895640,斯达领科,50-150人,"电商,物联网",3-5年,成都,15k-25k,本科,全职,[],入职购买五险一金 餐补 下午茶 年终奖
ios高级开发工程师,627257,北京破壁者科技有限公司,50-150人,其他,5-10年,广州,25k-35k,本科,全职,"['年底双薪', '专项奖金', '餐补']",大牛领队深造百万日活产品
iOS开发工程师,62,字节跳动,2000人以上,文娱丨内容,不限,北京,25k-50k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']",免费三餐、免费下午茶、就近租房补贴
iOS研发工程师,62,字节跳动,2000人以上,文娱丨内容,不限,北京,25k-50k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']",福利待遇高，发展前景好
ios开发工程师,39772,凌志软件,2000人以上,金融,3-5年,上海,15k-17k,本科,全职,"['技能培训', '年底双薪', '免费班车', '带薪年假']",工作稳定，交通便捷，福利待遇佳 无加班
ios开发工程师,391483,小熊博望,150-500人,"移动互联网,企业服务",1-3年,北京,15k-30k,本科,全职,"['年终分红', '股票期权', '带薪年假', '午餐补助']",团队氛围好 弹性制度 机会多
iOS开发工程师（校招/实习）,34205,微派,150-500人,社交,在校/应届,武汉,15k-25k,本科,全职,"['年底双薪', '股票期权', '扁平管理', '弹性工作']","发展空间大,大牛带"
iOS高级开发工程师-西安,164507,小鱼易连,150-500人,移动互联网,3-5年,西安,10k-20k,本科,全职,"['股票期权', '带薪年假', '定期体检', '午晚餐']",五险一金；弹性工作；定期体检；节日福利
ios开发工程师,137081,太慧科技,15-50人,"移动互联网,企业服务",1-3年,珠海,8k-15k,本科,全职,[],"福利好,晋升快,年底双薪,双休"
iOS开发工程师-视频业务-上海,6542,小红书,500-2000人,消费生活,5-10年,上海,25k-50k,本科,全职,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",年底双薪、绩效奖金、租房补贴、带薪年假
iOS开发工程师-视频业务-北京,6542,小红书,500-2000人,消费生活,3-5年,北京,20k-40k,本科,全职,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",年底双薪、绩效奖金、租房补贴、带薪年假
ios开发工程师,122318796,铸云网络,2000人以上,"数据服务,区块链",3-5年,北京,15k-20k,本科,全职,[],自研项目，项目稳定，朝九晚六
ios开发工程师,31304,尚米网络,150-500人,"移动互联网,电商",在校/应届,深圳,8k-13k,本科,全职,"['绩效奖金', '年度旅游', '技能培训', '免费早餐']","大佬带队,五险一金,发展空间大"
iOS高级/资深工程师,2474,滴滴,2000人以上,汽车丨出行,3-5年,成都,25k-50k,本科,全职,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",发展前景好
iOS高级开发工程师,40197,巧房科技,150-500人,"移动互联网,企业服务",3-5年,上海,18k-24k,本科,全职,"['年底双薪', '带薪年假', '绩效奖金', '岗位晋升']",实力雄厚，绩效奖金
ios开发工程师,432591,一三齐齐游戏,150-500人,游戏,1-3年,广州,10k-17k,大专,全职,"['年底双薪', '带薪年假', '免费三餐', '下午茶']",包三餐、梯度全勤奖、租房补贴、内部优先晋升
ios开发,122108140,瑞辰昌隆,50-150人,电商、企业服务,5-10年,上海,25k-40k,本科,全职,[],16薪
ios高级开发工程师,407096,得物App,500-2000人,"移动互联网,电商",3-5年,上海,25k-50k,本科,全职,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",高薪，超高绩效和年终奖，注重个人成长
ios开发工程师,286568,音娱时光,50-150人,移动互联网,1-3年,北京,20k-30k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '免费健身']",年底双薪，绩效奖金，股票期权，七险一金
ios开发工程师,60813,Garena,150-500人,移动互联网,3-5年,上海,15k-30k,本科,全职,"['年底双薪', '绩效奖金', '交通补助', '五险一金']",额外年终，15天年假
